"","revenuegrowth","nopat","nopatmargin","investedcapital","investedcapitalturnover","investedcapitalincreasedecrease","freecashflow","netnonopex","netnonopobligations","ebit","depreciationandamortization","ebitda","capex","dfcfnwc","dfnwc","nwc","debt","ltdebtandcapleases","netdebt","totalcapital","marketcap","enterprisevalue","pricetorevenue","pricetoearnings","dividendyield","earningsyield","evtoinvestedcapital","evtorevenue","evtoebitda","evtoebit","evtonopat","evtoocf","evtofcff","ebitdagrowth","ebitgrowth","nopatgrowth","netincomegrowth","epsgrowth","ocfgrowth","fcffgrowth","investedcapitalgrowth","revenueqoqgrowth","ebitdaqoqgrowth","ebitqoqgrowth","nopatqoqgrowth","netincomeqoqgrowth","epsqoqgrowth","ocfqoqgrowth","fcffqoqgrowth","investedcapitalqoqgrowth","grossmargin","ebitdamargin","operatingmargin","ebitmargin","profitmargin","costofrevtorevenue","sgaextorevenue","rdextorevenue","opextorevenue","taxburdenpct","interestburdenpct","efftaxrate","assetturnover","arturnover","invturnover","faturnover","apturnover","dso","dio","dpo","ccc","finleverage","leverageratio","compoundleveragefactor","ltdebttoequity","debttoequity","roic","nnep","roicnnepspread","rnnoa","roe","croic","oroa","roa","noncontrollinginterestsharingratio","roce","divpayoutratio","augmentedpayoutratio","ocftocapex","stdebttocap","ltdebttocap","debttototalcapital","preferredtocap","noncontrolinttocap","commontocap","debttoebitda","netdebttoebitda","ltdebttoebitda","debttonopat","netdebttonopat","ltdebttonopat","altmanzscore","ebittointerestex","nopattointerestex","ebitlesscapextointerestex","nopatlesscapextointex","ocftointerestex","ocflesscapextointerestex","fcfftointerestex","currentratio","quickratio","dfcfnwctorev","dfnwctorev","nwctorev","normalizednopat","normalizednopatmargin","pretaxincomemargin","adjweightedavebasicsharesos","adjbasiceps","adjweightedavedilutedsharesos","adjdilutedeps","adjweightedavebasicdilutedsharesos","adjbasicdilutedeps","tangbookpriceratio","bookpriceratio","growth","CPIUSA","DGS10","DGS1","GDPC1","DGS5"
"521",0.074407,1359119709.3,0.113322,7449384000,1.6361,237733000,1121386709.3,66048709.3,1587024000,1757951000,272683000,2030634000,239290000,2420448000,2916948000,2257735000,2083524000,1424311000,1587024000,7945884000,22635743801.9,24222767801.9,1.8874,17.5054,0.024114,0.057125,3.2516,2.0197,11.9287,13.779,17.8224,16.6501,21.6007,0.102647,0.106104,0.09456,0.098971,0.115242,-0.085295,-0.085257,0.032965,0.018961,0.029373,0.031098,0.028306,0.029267,0.027397,0.01436,0.281995,0.036356,0.485613,0.169313,0.147119,0.146577,0.107815,0.514387,0.338493,0,0.338493,0.770274,0.954927,0.229726,1.1278,6.9978,3.4519,13.001,9.2487,52.1591,105.7399,39.4651,118.4339,0.2758,1.8508,1.7674,0.243,0.3554,0.185406,0.041674,0.143732,0.039648,0.225053,0.152975,0.165315,0.121598,0,0.225053,0.352677,0.914229,6.079698,0.082963,0.179251,0.262214,0,0,0.737786,1.026,0.7815,0.7014,1.533,1.1677,1.048,5.0581,20.5572,15.8933,17.759,13.0951,17.0123,14.2141,13.1133,1.9961,0.9976,0.201815,0.243213,0.188248,1359119709.3,0.113322,0.13997,430638000,3,430638000,3,430638000,3,0.0399165897386755,0.215307282443354,"0",1.62222297740821,2.53956,0.12112,2.52597,1.6416
"523",0.051583,133331384.3,0.053476,1168002000,2.2069,76472000,56859384.3,15488384.3,-662875000,191600000,183398000,374998000,154085000,354756000,1461704000,1461686000,444073000,444055000,-662875000,2274950000,2002172714.7,1344808714.7,0.803,17.0211,0.018426,0.058751,1.1514,0.5394,3.5862,7.0188,10.0862,4.5274,23.6515,0.004514,-0.039767,-0.038688,-0.04788,-0.049383,0.017006,-0.249899,0.070059,-0.002164,-0.000442,-0.014566,-0.01086,-0.010114,0.013158,-0.04033,2.338885,-0.058795,0.245176,0.150403,0.075848,0.076847,0.047264,0.754824,0.154694,0,0.169327,0.705043,0.872354,0.294957,0.7658,9.139,4.3905,2.7328,11.1247,39.9388,83.1341,32.8099,90.263,-0.3908,1.7555,1.5314,0.2425,0.2425,0.118017,-0.02137,0.139387,-0.054474,0.063543,0.050328,0.058852,0.036197,0.002952,0.063355,0.004642,0.004642,1.927748,8e-06,0.195193,0.195201,0,0.002422,0.802376,2.3684,-1.7677,1.1842,3.3306,-4.9716,3.3305,2.2476,7.8342,5.4517,1.5339,-0.8486,12.1453,5.845,2.3249,4.2704,3.0842,0.142285,0.586257,0.58625,159054877.7,0.063793,0.067037,147567000,0.8,153716000,0.77,1.47e+08,0.8,0.743378438474516,0.908015451772411,"0",1.62222297740821,2.53956,0.12112,2.52597,1.6416
"525",0.020342,17715656857.5,0.036618,1.34349e+11,3.5955,-4.11e+08,18126656857.5,1154656857.5,5.0296e+10,2.6545e+10,9.151e+09,3.5696e+10,1.1187e+10,-1.242e+09,5.476e+09,-5.699e+09,5.5461e+10,4.4286e+10,4.8743e+10,1.39514e+11,220056517312,273743517312,0.4549,13.903,0,0.071927,2.0376,0.5658,7.6687,10.3124,15.4521,10.7743,15.1017,-0.031211,-0.054396,-0.082996,-0.075889,-0.05973,0.10446,0.321951,-0.00305,0.006895,0.003119,-0.001692,0.000571,-0.00355,0.002053,0.062788,0.444867,0.004922,0.24773,0.073784,0.054869,0.054869,0.034232,0.75227,0.192862,0,0.192862,0.68352,0.912752,0.332618,2.3173,78.6846,7.1944,4.1223,9.2281,4.6388,50.7341,39.5531,15.8197,0.6402,2.545,2.3229,0.5269,0.6598,0.131662,0.021985,0.109677,0.070219,0.201881,0.134716,0.127148,0.079326,0.070489,0.18765,0.399432,0.625566,2.271118,0.080099,0.317431,0.39753,0,0.035437,0.567033,1.5537,1.3655,1.2406,3.1306,2.7514,2.4998,4.3314,10.9735,7.3235,6.3489,2.6989,10.5031,5.8785,7.4935,0.9203,0.179,-0.002567,0.011319,-0.01178,17715656857.5,0.036618,0.050081,3.229e+09,4.88,3.24e+09,4.88,3.227e+09,4.88,0.242972018351876,0.319179950657553,"0",1.62222297740821,2.53956,0.12112,2.52597,1.6416
"529",0.197641,1290255.3,0.030278,19861577,2.0719,-1411041,2701296.3,244025.3,6650109,2006467,2164005,4170472,235312,6708748,9798912,8261960,9740273,8203321,6650109,22951741,18792492,25442601,0.441,17.9621,0.031513,0.055673,1.281,0.5971,6.1007,12.6803,19.719,8.7471,9.4187,0.230208,0.453362,0.460285,0.627606,0.590909,0.157235,1.69346,-0.066331,-0.002368,-0.082516,-0.134246,-0.130059,-0.145324,-0.146341,-0.259103,-0.280431,-0.009453,0.119277,0.097868,0.047086,0.047086,0.024552,0.880723,0.072191,0,0.072191,0.643048,0.810871,0.356952,1.5101,8.7068,9.4966,3.0894,16.0524,41.9215,38.4348,22.7381,57.6182,0.6061,2.2036,1.7868,0.6209,0.7373,0.062734,0.03144,0.031294,0.018968,0.081702,0.131341,0.071106,0.037077,0,0.081702,0.44372,0.44372,12.36104,0.066965,0.357416,0.424381,0,0,0.575619,2.3355,1.5946,1.967,7.5491,5.1541,6.3579,3.318,5.2061,3.3478,4.5956,2.7372,7.5471,6.9366,7.009,2.7504,1.7087,0.157434,0.229951,0.193883,1290255.3,0.030278,0.03818,2904331,0.36,2961014,0.35,2800000,0.36,0.821275517844117,0.821275517844117,"0",1.62222297740821,2.53956,0.12112,2.52597,1.6416
"531",0.053752,212317156,0.053826,1411646000,2.8685,73068000,139249156,3615156,279607000,305747000,17927000,323674000,19124000,846035000,870482000,870313000,304740000,304571000,280293000,1436779000,3238512051.5,3766884051.5,0.821,21.3923,0.021615,0.046746,2.6684,0.955,11.6379,12.3203,17.7418,25.9821,27.0514,0.120309,0.127348,0.106724,0.111779,0.173913,-0.035197,0.182735,0.054586,0.012692,0.038359,0.040359,0.034077,0.033951,0.046005,0.029651,-0.021381,-0.043451,0.242462,0.082056,0.077511,0.077511,0.052909,0.757538,0.164951,0,0.164951,0.694421,0.982973,0.305579,2.2797,9.4616,4.7388,79.7699,19.0046,38.5769,77.0241,19.2058,96.3953,0.2172,1.5316,1.5055,0.269,0.2692,0.1544,0.014732,0.139668,0.030339,0.184739,0.101264,0.176702,0.120616,0.236818,0.140989,0.542055,0.542055,7.58105,0.000118,0.211982,0.212099,0,0.172663,0.615237,0.9415,0.866,0.941,1.4353,1.3202,1.4345,6.6231,58.7297,40.7832,55.0563,37.1097,27.8486,24.1752,26.7478,4.0322,1.5981,0.214483,0.22068,0.220637,212317156,0.053826,0.076192,3.5e+07,4.33,3.5e+07,4.32,3.5e+07,4.33,0.094837272953423,0.27027568699424,"1",1.62222297740821,2.53956,0.12112,2.52597,1.6416
"533",0.040626,43423412.3,0.113138,168972000,2.3515,11513000,31910412.3,373412.3,8913000,62507000,6115000,68622000,4166000,59766000,148853000,50853000,9.8e+07,0,8913000,258059000,1041766688.3,1050679688.3,2.7143,24.199,0.023626,0.041324,6.2181,2.7375,15.3111,16.809,24.1962,25.3671,32.9259,0.085379,0.083498,0.075076,0.066888,0.104247,-0.029614,-0.186582,0.073117,0.00212,-0.008711,-0.013541,-0.019491,-0.01591,-0.003484,0.069429,0.020102,0.026798,0.518177,0.178792,0.163006,0.16286,0.112165,0.481823,0.284782,0,0.355171,0.694075,0.992289,0.305925,1.1685,6.47,5.4651,39.9572,10.2958,56.4139,66.7875,35.4514,87.75,-0.0584,1.895,1.8804,0,0.6123,0.26605,-0.036917,0.302966,-0.01768,0.248369,0.195511,0.190303,0.131066,0,0.248369,0.474541,1.574936,9.942151,0.379758,0,0.379758,0,0,0.620242,1.4281,0.1299,0,2.2568,0.2053,0,6.6436,57.8233,40.1697,53.9695,36.3158,38.3154,34.4616,29.5193,1.35,1.0409,0.155718,0.387831,0.132496,43423412.3,0.113138,0.161604,14668000,2.87,14738000,2.86,14800000,2.87,0.0326417946683351,0.136814357854394,"1",1.62222297740821,2.53956,0.12112,2.52597,1.6416
"537",0.014437,183323686.6,0.028533,1323649000,4.7394,-64028000,247351686.6,9896686.6,-105738000,289878000,75797000,365675000,18911000,190171000,622227000,603186000,335440000,316399000,-105738000,1764827000,2876267969.4,2783903969.4,0.4477,17.0532,0.00738,0.05864,2.1032,0.4333,7.6131,9.6037,15.1857,11.2865,11.2548,0.182706,0.206066,0.179977,0.361771,0.384615,0.643624,1.750691,-0.04614,0.017699,-0.056666,-0.06588,-0.10944,-0.013992,-0.011765,0.29129,0.411621,-0.068511,0.141206,0.056915,0.045117,0.045117,0.026993,0.858794,0.097507,0,0.096089,0.615765,0.971598,0.367583,1.8746,5.135,111.495,52.3223,11.6381,71.0806,3.2737,31.3625,42.9918,-0.068,2.3564,2.2895,0.2214,0.2347,0.135228,-0.100125,0.235353,-0.015994,0.119234,0.182458,0.084576,0.0506,0.00919,0.118138,0.150167,1.314888,13.043044,0.010789,0.17928,0.19007,0,0.007578,0.802352,0.9173,-0.2892,0.8652,1.8298,-0.5768,1.7259,3.8016,31.9425,20.201,29.8586,18.1171,27.1798,25.096,27.2564,1.47,1.2983,0.029599,0.096845,0.093882,177562370.6,0.027636,0.043836,66331886,2.54,66331886,2.52,66331886,2.54,0.0277356747729819,0.491846273175572,"1",1.62222297740821,2.53956,0.12112,2.52597,1.6416
"539",0.038731,131169230.8,0.092282,976500000,1.4463,-12500000,143669230.8,4069230.8,19600000,1.82e+08,9e+07,2.72e+08,111900000,178500000,433800000,406600000,335500000,308300000,19600000,1292400000,3758197211.5,3777797211.5,2.644,29.5688,0.009879,0.033819,3.8687,2.6578,13.889,20.7571,28.8009,20.655,26.2951,0.098546,0.12069,0.111427,0.13179,0.11465,-0.170522,3.067788,-0.012639,0.00502,0.028744,0.044177,0.055668,0.065381,0.041667,-0.110841,1.09882,-0.027584,0.315042,0.191361,0.128043,0.128043,0.089419,0.684958,0.160898,0.026242,0.186999,0.752071,0.928571,0.27929,0.8508,7.7949,5.433,2.0055,9.2241,46.8255,67.1816,39.5704,74.4367,0.0548,1.7932,1.6651,0.3222,0.3506,0.133472,0.079633,0.053839,0.002953,0.136425,0.146191,0.10894,0.076078,0,0.136425,0.228954,0.228954,1.634495,0.021046,0.238548,0.259595,0,0,0.740405,1.2335,0.0721,1.1335,2.5578,0.1494,2.3504,5.4232,11.0303,7.9497,4.2485,1.1678,11.0848,4.303,8.7072,2.6103,1.72,0.12558,0.305192,0.286056,131169230.8,0.092282,0.118897,70900000,1.79,72800000,1.75,7.1e+07,1.79,0.214282650038327,0.254306713794753,"1",1.62222297740821,2.53956,0.12112,2.52597,1.6416
"540",0.009854,1579946428.6,0.103474,5.988e+09,2.5946,2.06e+08,1373946428.6,34946428.6,-2.975e+09,1.72e+09,1.221e+09,2.941e+09,6.52e+08,-1.84e+08,5.197e+09,5.072e+09,2.406e+09,2.281e+09,-2.975e+09,1.1369e+10,20212897049.4,17237897049.4,1.3238,13.0828,0.020185,0.076436,2.8787,1.1289,5.8612,10.022,10.9104,5.8177,12.5463,0.201389,0.414474,0.5983,0.616109,0.609572,0.034928,-0.251058,0.035628,0.009187,-0.03161,-0.040714,-0.044192,-0.044527,-0.043413,0.052202,0.373953,-0.032946,0.28882,0.192612,0.112516,0.112647,0.101185,0.71118,0.059008,0.11114,0.176305,0.919643,0.976744,0.080357,1.0026,8.2402,8.632,4.4646,5.327,44.2953,42.2847,68.5194,18.0606,-0.3163,1.7692,1.728,0.2545,0.2684,0.26847,-0.012834,0.281304,-0.088986,0.179484,0.233466,0.112942,0.101451,0,0.179484,0.190291,0.765696,4.544479,0.010995,0.200633,0.211628,0,0,0.788372,0.8181,-1.0116,0.7756,1.5228,-1.883,1.4437,4.2909,30.7143,28.2133,19.0714,16.5705,52.9107,41.2679,24.5348,2.2945,1.8622,-0.012051,0.340363,0.332176,1666392857.1,0.109136,0.110027,2.34e+08,6.59,2.4e+08,6.39,233700000,6.59,0.260497124425224,0.389268177409281,"0",1.62222297740821,2.53956,0.12112,2.52597,1.6416
"542",0.067283,19568045.8,0.061057,162451000,1.959,-2301000,21869045.8,-255954.2,-35503000,30062000,4020000,34082000,2890000,99284000,117697000,112292000,5405000,0,-37548000,203359000,279780188.5,249250188.5,0.873,14.7098,0.03587,0.067982,1.5343,0.7777,7.3133,8.2912,12.7376,13.9691,11.3974,0.087631,0.109217,0.088661,0.086306,0.080247,-0.401764,0.208007,-0.013966,0.055063,0.06713,0.076989,0.086657,0.068449,0.080247,0.418701,3.233627,-0.106509,0.384002,0.106344,0.095657,0.093801,0.061856,0.615998,0.288345,0,0.288345,0.63829,1.033132,0.36171,1.1761,6.1852,2.9864,9.3157,13.3333,59.0115,122.2192,27.375,153.8557,-0.1715,1.3799,1.4256,0,0.0273,0.119608,0.007557,0.112051,-0.01922,0.100388,0.133673,0.110324,0.072751,0.035053,0.09687,0.415002,0.817746,6.174048,0.026579,0,0.026579,0,0.03451,0.938911,0.1586,-1.1017,0,0.2762,-1.9188,0,4.9184,168.8876,109.9328,152.6517,93.6969,100.2416,84.0056,122.8598,3.9741,1.947,0.30979,0.367243,0.350378,19568045.8,0.061057,0.096908,10791000,1.76,10791000,1.75,10791000,1.76,0.518536937785875,0.682449872598092,"0",1.62222297740821,2.53956,0.12112,2.52597,1.6416
"543",-0.243314,884995633.2,0.161231,8.323e+09,0.6335,-6.82e+08,1566995633.2,-941004366.8,3.019e+09,9.87e+08,5e+08,1.487e+09,3.67e+08,3.07e+08,1.887e+09,1.887e+09,5.402e+09,5.402e+09,3.019e+09,1.0706e+10,16516011625.9,19549011625.9,3.0089,9.2682,0.042112,0.107895,2.3488,3.5615,13.1466,19.8065,22.0894,17.6276,12.4755,0.344485,0.556782,-0.090254,2.243339,2.347368,0.104582,2.710309,-0.075736,-0.23626,0.083819,0.137097,-0.169967,0.072225,0.06,-0.020318,-0.756724,-0.058165,0.23793,0.270905,0.179814,0.179814,0.332665,0.76207,0.07342,0.003644,0.058116,2.657933,0.696049,0.103348,0.3943,10.5254,7.358,2.0666,12.4125,34.678,49.6061,29.4059,54.8782,0.4278,2.2942,1.5969,1.0185,1.0185,0.102146,-0.362482,0.464629,0.198777,0.300923,0.180863,0.0709,0.131169,0.005356,0.299311,0.332421,0.443593,3.021798,0,0.504577,0.504577,0.001308,0,0.494115,3.6328,2.0303,3.6328,6.104,3.4113,6.104,2.234,2.9201,2.6183,1.8343,1.5325,3.2811,2.1953,4.6361,3.0556,2.293,0.05593,0.343778,0.343778,924448326.1,0.168418,0.125159,556705000,3.2,560899000,3.18,556900000,3.2,0.313932691963077,0.31632408095207,"0",1.62222297740821,2.53956,0.12112,2.52597,1.6416
"549",0.052725,201955337.6,0.098044,1803990000,1.186,134448000,67507337.6,15710337.6,641538000,273724000,76909000,350633000,215251000,558279000,616741000,616741000,7e+08,7e+08,641538000,1862452000,3181007680.1,3822545680.1,1.5443,17.0797,0.008392,0.058549,2.1189,1.8557,10.9018,13.965,18.9277,14.317,56.6242,0.186238,0.24407,0.265561,0.311982,0.35122,0.175916,0.344506,0.08053,0.029284,0.071522,0.095874,0.113684,0.123013,0.130612,-0.024041,-0.031069,0.02753,0.294057,0.170223,0.132328,0.132886,0.090417,0.705943,0.076634,0.069233,0.161728,0.740914,0.918341,0.259086,0.9045,6.7875,3.1574,4.374,9.3668,53.7751,115.6031,38.9673,130.4108,0.5151,1.9868,1.8245,0.6022,0.6022,0.116282,0.026606,0.089676,0.046194,0.162476,0.03887,0.120191,0.081779,0,0.162476,0.113104,0.820376,1.24038,0,0.375849,0.375849,0,0,0.624151,1.9964,1.8297,1.9964,3.4661,3.1766,3.4661,3.9923,12.0631,8.9002,2.5769,-0.5859,11.7665,2.2803,2.9751,3.0308,1.1809,0.27103,0.299412,0.299412,201955337.6,0.098044,0.122034,65322000,2.82,66739000,2.77,65300000,2.82,0.112596288966188,0.365982589356405,"1",1.62222297740821,2.53956,0.12112,2.52597,1.6416
"553",0.082981,15496135.2,0.337606,188054000,0.2486,6792000,8704135.2,4012135.2,83491000,21567000,5932000,27499000,13793000,3851000,5346000,5303000,84885000,84842000,83390000,189448000,271750195.6,355140195.6,5.9205,23.6634,0.027409,0.042259,1.8885,7.7373,12.9147,16.4668,22.918,18.9247,40.8013,0.039503,0.041381,0.195765,0.189559,0.186667,0.017789,-0.29276,0.037471,0.018506,-0.020063,-0.0279,0.137165,0.086368,0.085366,0.00219,-0.081551,0.018512,0.8022,0.599107,0.48098,0.469869,0.250196,0.1978,0.191983,0,0.32122,0.701913,0.758613,0.298087,0.1564,7.3877,12.1621,0.184,5.4252,49.4062,30.0113,67.2792,12.1383,0.7749,2.8205,2.1396,0.8114,0.8118,0.083918,0.049765,0.034153,0.026466,0.110384,0.047137,0.073499,0.039137,0,0.110384,0.644549,1.140195,1.360545,0.000227,0.447838,0.448065,0,0,0.551935,3.0868,3.0325,3.0853,5.4778,5.3813,5.475,1.346,4.1427,2.9766,1.4933,0.3271,3.6047,0.9552,1.6719,1.8943,1.3248,0.0839,0.116471,0.115534,15496135.2,0.337606,0.356449,12879912,0.89,12879912,0.89,12879912,0.89,0.384750792391991,0.384750792391991,"1",1.62222297740821,2.53956,0.12112,2.52597,1.6416
"556",0.04556,2183469730.8,0.07639,3566775000,8.5289,430846000,1752623730.8,34279730.8,-807033000,3511159000,579703000,4090862000,893294000,334190000,2765040000,2765040000,1623817000,1623817000,-807033000,5997625000,20723695623,19916662623,0.725,9.6426,0.026554,0.103707,5.5839,0.6968,4.8686,5.6724,9.1216,7.1319,11.3639,0.043352,0.039715,0.002314,-0.004981,0.02027,0.070332,0.216657,0.13739,0.013624,0.021371,0.023434,-0.012897,-0.012724,-0.0033,-0.029514,-0.035002,0.039849,0.283924,0.143121,0.12284,0.12284,0.075191,0.716076,0.161084,0,0.161084,0.621866,0.9843,0.378134,2.568,111.6912,5.3708,7.7353,8.3529,3.2679,67.9596,43.6976,27.5299,-0.2112,2.6197,2.5786,0.3713,0.3713,0.651519,-0.038197,0.689716,-0.145683,0.505836,0.52296,0.31545,0.193088,0,0.505836,0.208676,0.99371,3.126222,0,0.270743,0.270743,0,0,0.729257,0.3969,-0.1973,0.3969,0.7437,-0.3696,0.7437,5.9487,63.6956,39.6101,47.4905,23.405,50.661,34.4558,31.7942,1.6299,0.6132,0.011692,0.096736,0.096736,2183469730.8,0.07639,0.120911,690183000,3.08,701005000,3.02,691800000,3.08,0.180527785703399,0.194331880633394,"1",1.62222297740821,2.53956,0.12112,2.52597,1.6416
"565",0.036326,401381096.6,0.131609,1138469000,2.8005,98933000,302448096.6,-2318903.4,-477951000,571200000,62500000,633700000,89600000,427060000,1342511000,1292511000,437500000,387500000,-477951000,2053920000,8518770000,8040819000,2.7932,21.1017,0,0.047389,7.0628,2.6365,12.6887,14.0771,20.0329,17.9083,26.5858,-0.056642,-0.0619,-0.079321,-0.078832,-0.037688,-0.013588,-0.034245,0.09517,0.014023,-0.000366,-0.003152,-0.028128,-0.02766,-0.012887,0.09374,0.270006,-0.057349,0.426815,0.207784,0.187291,0.187291,0.132369,0.573185,0.154305,0.076989,0.239524,0.702698,1.005777,0.297302,0.8936,4.2649,3.1569,9.3362,9.1608,85.5821,115.6203,39.8438,161.3586,-0.346,2.0496,2.0615,0.2397,0.2707,0.368577,0.004025,0.364552,-0.126134,0.242443,0.277729,0.167366,0.118287,0,0.242443,0,1.554867,5.011161,0.024344,0.188664,0.213007,0,0,0.786993,0.6904,-0.7542,0.6115,1.09,-1.1908,0.9654,5.2562,79.3333,55.7474,66.8889,43.3029,62.3611,49.9167,42.0067,2.0756,1.3709,0.140029,0.440196,0.423802,419018816.4,0.137392,0.188373,1.04e+08,3.88,105300000,3.83,1.04e+08,3.88,0.151028782799676,0.177443070165299,"0",1.62222297740821,2.53956,0.12112,2.52597,1.6416
"567",-0.040157,12414190.6,0.018751,257791000,2.3061,-58583000,70997190.6,1461190.6,-70140000,37631000,25583000,63214000,17971000,97250000,232787000,232551000,65397000,65161000,-70140000,393328000,562961998.4,492821998.4,0.8503,51.398,0,0.019456,1.9117,0.7444,7.7961,13.0962,39.6983,7.5192,6.9414,0.319157,0.94576,1.572196,1.578697,1.565217,2.110679,8.490987,-0.18517,-0.016743,0.112923,0.233884,9.639736,20.732143,1.553191,-0.024252,0.418503,-0.117124,0.430614,0.095484,0.058506,0.056841,0.016544,0.569386,0.334672,0.023115,0.372163,0.320507,0.908134,0.679493,0.8608,4.4197,4.2987,8.6134,6.4919,82.5843,84.9092,56.2238,111.2696,-0.1484,2.2813,2.0717,0.1987,0.1994,0.043243,-0.029197,0.07244,-0.010753,0.032489,0.247306,0.04893,0.014242,0,0.032489,0,0,3.647098,6e-04,0.165666,0.166266,0,0,0.833734,1.0345,-1.1096,1.0308,5.2679,-5.65,5.2489,2.2412,8.1154,2.6772,4.2398,-1.1984,14.1346,10.259,15.311,2.4714,1.691,0.146894,0.351621,0.351264,33775700,0.051018,0.051619,42051000,0.26,42051000,0.26,42051000,0.26,0.162340317743658,0.595341986311847,"0",1.62222297740821,2.53956,0.12112,2.52597,1.6416
"570",0.063158,193902595.4,0.073044,637800000,3.9698,-61800000,255702595.4,7102595.4,-582500000,266400000,88300000,354700000,118800000,278300000,862300000,860800000,1500000,0,-582500000,1221800000,3618579804,3041479804,1.3631,19.6129,0,0.050987,4.7687,1.1457,8.5748,11.417,15.6856,12.4294,11.8946,0.311275,0.45098,-0.611041,-0.619474,-0.623819,0.079876,7.033173,-0.088336,0.005492,0.065805,0.073328,0.1352,0.132121,0.124294,-0.058484,5.890536,-0.181363,0.326377,0.133617,0.100354,0.100354,0.070368,0.673623,0.113049,0.028856,0.226023,0.712977,0.983483,0.272137,0.7202,5.3262,5.7852,6.1018,5.5681,68.5286,63.0922,65.5518,66.069,-0.449,3.0371,2.987,0,0.0012,0.289969,-0.013035,0.303004,-0.136047,0.153922,0.382388,0.072276,0.05068,0.004656,0.153206,0.21788,0.54015,2.059764,0.001228,0,0.001228,0,0.00442,0.994353,0.0042,-1.6422,0,0.0077,-3.0041,0,2.7151,60.5455,44.0688,33.5455,17.0688,55.6136,28.6136,58.1142,2.1101,1.3981,0.104837,0.324832,0.324267,196741259.5,0.074113,0.098697,91500000,2.02,92800000,1.99,91300000,2.02,0.135800194169006,0.335739584534012,"0",1.62222297740821,2.53956,0.12112,2.52597,1.6416
"574",0.096939,35563832.8,0.059214,356859000,1.6797,-1391000,36954832.8,-657167.2,2426000,55455000,29670000,85125000,23340000,148618000,219520000,217340000,73328000,71148000,2426000,427761000,711116120,713763120,1.184,19.7182,0,0.050715,2.0001,1.1884,8.3849,12.871,20.0699,11.3731,19.3145,2.125055,1.519164,1.382582,1.337873,1.313167,-0.0661,-0.367467,-0.003883,0.012239,0.092705,0.136489,0.10006,0.324981,0.333333,-0.079335,-0.18422,0.027101,0.444433,0.141734,0.081725,0.092333,0.060308,0.555567,0.263524,0.092,0.362707,0.72455,0.90147,0.27545,1.0512,6.209,3.0543,7.4136,10.1708,58.7853,119.504,35.8872,142.4021,0.0818,1.7287,1.5583,0.2007,0.2069,0.099464,-0.024313,0.123778,0.010122,0.109586,0.103354,0.097057,0.063394,0.002443,0.109318,0,0.123685,2.688903,0.005096,0.166327,0.171423,0,0.000517,0.828061,0.8614,0.0285,0.8358,2.0619,0.0682,2.0006,3.4782,10.1492,6.5088,5.8776,2.2372,11.4859,7.2143,6.7633,3.099,1.6225,0.24745,0.365503,0.361873,38689543.3,0.064418,0.083236,39921000,0.91,40612000,0.88,39500000,0.91,0.278100470957614,0.456405023547881,"0",1.62222297740821,2.53956,0.12112,2.52597,1.6416
"576",0.044258,550800661.9,0.054824,7167100000,1.4099,82100000,468700661.9,52000661.9,2766100000,870900000,593100000,1.464e+09,537900000,1130600000,1172200000,1.044e+09,2807700000,2679500000,2766100000,7208700000,8486673071,11266173071,0.8447,17.1413,0.011787,0.058339,1.5719,1.1214,7.6955,12.9362,20.4542,9.55,24.037,0.049613,0.039881,-0.356592,-0.340386,-0.323755,0.11345,0.018101,0.011588,0.015321,0.01575,0.016457,0.026425,0.031005,0.072948,0.024223,0.179357,-0.013394,0.194621,0.145719,0.086347,0.086685,0.049648,0.805379,0.098002,0,0.108274,0.634929,0.902055,0.365071,0.935,10.0568,8.2683,1.7682,10.8239,36.294,44.1443,33.7217,46.7166,0.6258,2.4513,2.2112,0.6088,0.638,0.077294,0.018958,0.058336,0.036505,0.113799,0.065773,0.081055,0.046423,0.003183,0.113437,0.210906,0.606055,2.193159,0.017784,0.371704,0.389488,0,0.001859,0.608653,1.9178,1.8894,1.8303,5.0975,5.022,4.8647,2.3482,9.2061,5.8224,3.5201,0.1364,12.4704,6.7844,4.9546,1.8167,0.8211,0.112534,0.116675,0.103915,578356568.2,0.057567,0.078195,140300000,3.53,140300000,3.53,140300000,3.53,0.212147307344517,0.517983084608033,"1",1.62222297740821,2.53956,0.12112,2.52597,1.6416
